date,category,revenue,cost,profit,orders_count
2024-02-05,Стулья,89081,56907.44247379035,32173.557526209654,2
2024-02-05,Кровати,264532,179792.91931978764,84739.08068021236,6
2024-02-06,Кухни,76962,54139.449632212665,22822.550367787335,1
2024-02-06,Шкафы,264357,207382.73932052206,56974.26067947794,7
2024-02-06,Столы,218152,154268.5992529693,63883.40074703071,4
2024-02-06,Стулья,216981,162272.1523995934,54708.84760040659,3
2024-02-06,Кровати,253196,160094.73105400804,93101.26894599196,7
2024-02-07,Кухни,168874,99138.06499934115,69735.93500065885,3
2024-02-07,Шкафы,275318,179523.34452228766,95794.65547771234,2
2024-02-07,Столы,190507,133357.86406445582,57149.13593554418,4
2024-02-07,Стулья,236843,182018.1557081777,54824.844291822286,9
2024-02-07,Кровати,92918,70721.34933205461,22196.65066794539,9
2024-02-08,Кухни,280590,187209.70743122906,93380.29256877094,9
2024-02-08,Шкафы,83591,57253.94538327425,26337.05461672575,5
2024-02-08,Столы,164821,128682.05698684238,36138.94301315762,5
2024-02-08,Стулья,70559,48311.421894607076,22247.578105392924,5
2024-02-08,Кровати,141362,105087.64751461067,36274.35248538933,9
2024-02-09,Кухни,164065,91577.04719266704,72487.95280733296,1
2024-02-09,Шкафы,88413,53319.48266267008,35093.51733732992,1
2024-02-09,Столы,288964,214967.18814492098,73996.81185507902,3
2024-02-09,Стулья,200159,151717.5690632915,48441.43093670849,8
2024-02-09,Кровати,271541,179075.82160786484,92465.17839213516,5
2024-02-10,Кухни,210775,117904.99861025573,92870.00138974427,4
2024-02-10,Шкафы,111529,70920.61460930225,40608.385390697746,2
2024-02-10,Столы,83307,43920.0437905747,39386.9562094253,9
2024-02-10,Стулья,54835,46345.103160738654,8489.896839261346,6
2024-02-10,Кровати,171790,118128.59817098975,53661.401829010254,1
2024-02-11,Кухни,105284,82629.85819918924,22654.141800810758,3
2024-02-11,Шкафы,168012,139313.2216692345,28698.77833076549,3
2024-02-11,Столы,99407,69923.57143930285,29483.428560697153,9
2024-02-11,Стулья,179473,94934.38751614877,84538.61248385123,2
2024-02-11,Кровати,106570,54971.63378562581,51598.36621437419,7
2024-02-12,Кухни,51015,32229.347531449293,18785.652468550707,1
2024-02-12,Шкафы,150497,127252.2334717289,23244.766528271095,1
2024-02-12,Столы,178778,126565.1253602284,52212.8746397716,9
2024-02-12,Стулья,70309,55558.69751777901,14750.302482220992,1
2024-02-12,Кровати,96540,50416.001210016555,46123.998789983445,9
2024-02-13,Кухни,155570,85073.18094263508,70496.81905736492,5
2024-02-13,Шкафы,222015,116863.29462445318,105151.70537554682,1
2024-02-13,Столы,241172,204972.36874561696,36199.63125438304,6
2024-02-13,Стулья,130642,90717.94810916846,39924.05189083154,5
2024-02-13,Кровати,250244,207869.6843580444,42374.31564195559,3
2024-02-14,Кухни,194528,113678.21259219652,80849.78740780348,9
2024-02-14,Шкафы,88765,52194.25085014268,36570.74914985732,4
2024-02-14,Столы,71949,58089.98458156114,13859.01541843886,8
2024-02-14,Стулья,158319,81758.11065948334,76560.88934051666,8
2024-02-14,Кровати,174454,128232.52059238119,46221.47940761881,2
2024-02-15,Кухни,111877,86180.13264927284,25696.86735072716,2
2024-02-15,Шкафы,87131,68461.87692319727,18669.12307680273,5
2024-02-15,Столы,175917,141934.89513659684,33982.10486340316,9
2024-02-15,Стулья,269536,147410.67501548515,122125.32498451485,7
2024-02-15,Кровати,94238,72999.94875015433,21238.051249845666,2
2024-02-16,Кухни,273306,157024.534093874,116281.46590612599,6
2024-02-16,Шкафы,115215,58194.01727922376,57020.98272077624,6
2024-02-16,Столы,288897,204097.40749273502,84799.59250726498,3
2024-02-16,Стулья,242958,183248.38959052198,59709.61040947802,9
2024-02-16,Кровати,103413,68027.00073452457,35385.99926547543,7
2024-02-17,Кухни,233401,187147.29319481968,46253.70680518032,5
2024-02-17,Шкафы,153196,84483.87414454171,68712.12585545829,8
2024-02-17,Столы,266464,179127.94657170112,87336.05342829888,4
2024-02-17,Стулья,175911,90779.1254320769,85131.8745679231,6
2024-02-17,Кровати,64388,40023.239085086294,24364.760914913706,3
2024-02-18,Кухни,187326,102112.88297532199,85213.11702467801,7
2024-02-18,Шкафы,261791,144813.86531304696,116977.13468695304,6
2024-02-18,Столы,203487,147386.8877185201,56100.1122814799,8
2024-02-18,Стулья,175827,109185.6744987447,66641.3255012553,3
2024-02-18,Кровати,264879,176379.36985891627,88499.63014108373,2
2024-02-19,Кухни,78732,44664.754660095496,34067.245339904504,3
2024-02-19,Шкафы,107108,59887.00385743669,47220.99614256331,6
2024-02-19,Столы,129252,89448.89290098658,39803.10709901342,5
2024-02-19,Стулья,154680,96612.66697551678,58067.33302448322,2
2024-02-19,Кровати,158464,107152.73004306042,51311.26995693958,9
2024-02-20,Кухни,73321,57175.249450443465,16145.750549556535,9
2024-02-20,Шкафы,224293,118564.7924935179,105728.2075064821,1
2024-02-20,Столы,145257,116772.88486663387,28484.115133366126,8
2024-02-20,Стулья,177600,125926.80559299757,51673.19440700243,4
2024-02-20,Кровати,181374,114204.90251008944,67169.09748991056,6
2024-02-21,Кухни,189789,135962.78419188716,53826.215808112844,7
2024-02-21,Шкафы,117661,77878.3040322298,39782.695967770196,8
2024-02-21,Столы,186198,137881.0949712813,48316.9050287187,7
2024-02-21,Стулья,134717,102703.6174746253,32013.382525374705,2
2024-02-21,Кровати,155977,97322.05734460476,58654.942655395236,3
2024-02-22,Кухни,216926,116425.09708672874,100500.90291327126,7
2024-02-22,Шкафы,161076,90814.54530328768,70261.45469671232,7
2024-02-22,Столы,297736,236476.3699243731,61259.63007562689,6
2024-02-22,Стулья,237865,163500.65787709336,74364.34212290664,9
2024-02-22,Кровати,154592,95850.81243087669,58741.187569123314,9
2024-02-23,Кухни,158099,98699.07233545418,59399.927664545816,9
2024-02-23,Шкафы,175036,116898.44646692992,58137.55353307008,4
2024-02-23,Столы,299966,227340.59172900865,72625.40827099135,8
2024-02-23,Стулья,258807,168504.27926337262,90302.72073662738,3
2024-02-23,Кровати,262521,157334.49709816542,105186.50290183458,6
2024-02-24,Кухни,265731,192939.58205970068,72791.41794029932,2
2024-02-24,Шкафы,176394,110181.66405380865,66212.33594619135,6
2024-02-24,Столы,53812,44491.33854705823,9320.661452941771,5
2024-02-24,Стулья,208357,120610.88300654622,87746.11699345378,6
2024-02-24,Кровати,252230,169179.0931202958,83050.90687970421,8
2024-02-25,Кухни,208518,165732.17330430716,42785.82669569284,3
2024-02-25,Шкафы,205890,104259.58057544984,101630.41942455016,5
2024-02-25,Столы,126323,107253.20882149176,19069.79117850824,6
2024-02-25,Стулья,172177,120799.2878538838,51377.7121461162,4
2024-02-25,Кровати,268958,211394.32452043175,57563.67547956825,1
2024-02-26,Кухни,162221,90813.04435990135,71407.95564009865,3
2024-02-26,Шкафы,284936,214118.01932307947,70817.98067692053,8
2024-02-26,Столы,294761,176264.92116923968,118496.07883076032,5
2024-02-26,Стулья,187541,157309.0013291947,30231.998670805304,4
2024-02-26,Кровати,141922,80871.04774959816,61050.95225040184,4
2024-02-27,Кухни,218048,149459.69508110863,68588.30491889137,1
2024-02-27,Шкафы,154537,118796.1192850652,35740.8807149348,6
2024-02-27,Столы,51828,35094.624547567284,16733.375452432716,4
2024-02-27,Стулья,155292,106593.4073559303,48698.59264406969,1
2024-02-27,Кровати,173781,107363.8998240862,66417.1001759138,5
2024-02-28,Кухни,137958,95483.86247553323,42474.13752446677,2
2024-02-28,Шкафы,166748,123326.82776305324,43421.17223694676,4
2024-02-28,Столы,58512,32099.020300273827,26412.979699726173,9
2024-02-28,Стулья,200288,108324.48745318319,91963.51254681681,8
2024-02-28,Кровати,147829,95223.2106741168,52605.789325883205,1
2024-02-29,Кухни,133524,105579.66903190706,27944.330968092938,2
2024-02-29,Шкафы,177309,146550.91050879905,30758.089491200953,9
2024-02-29,Столы,246513,138893.2073938934,107619.79260610661,3
2024-02-29,Стулья,298320,226541.88923367363,71778.11076632637,6
2024-02-29,Кровати,187023,144667.91402220822,42355.08597779178,9
2024-03-01,Кухни,108596,61961.572156766706,46634.427843233294,3
2024-03-01,Шкафы,136740,77291.1562626938,59448.843737306204,3
2024-03-01,Столы,205002,147973.62057791732,57028.37942208268,4
2024-03-01,Стулья,198056,159835.19060894832,38220.809391051676,9
2024-03-01,Кровати,93303,61410.35612145149,31892.643878548508,8
2024-03-02,Кухни,274781,223914.53209969003,50866.46790030997,6
2024-03-02,Шкафы,252592,192390.05199511786,60201.94800488214,1
2024-03-02,Столы,200168,124980.26693945462,75187.73306054538,7
2024-03-02,Стулья,299793,206930.1700121811,92862.8299878189,8
2024-03-02,Кровати,142263,102213.5895044493,40049.41049555071,3
2024-03-03,Кухни,91157,75563.79691228174,15593.203087718255,7
2024-03-03,Шкафы,133122,82165.15683203322,50956.843167966785,4
2024-03-03,Столы,130910,105712.46812273789,25197.53187726211,1
2024-03-03,Стулья,109379,83074.58854981718,26304.411450182815,4
2024-03-03,Кровати,101356,56058.605688567455,45297.394311432545,1
2024-03-04,Кухни,94028,55191.7278934661,38836.2721065339,7
2024-03-04,Шкафы,52336,26782.23372651611,25553.76627348389,6
2024-03-04,Столы,109201,83741.93782954919,25459.06217045081,1
2024-03-04,Стулья,96197,75749.37112813676,20447.628871863242,4
2024-03-04,Кровати,178876,97419.63168715348,81456.36831284652,8
2024-03-05,Кухни,179038,139480.1586944539,39557.84130554611,5
2024-03-05,Шкафы,176108,102184.5516490705,73923.4483509295,2
2024-03-05,Столы,295146,213804.25573944737,81341.74426055263,3
2024-03-05,Стулья,125683,86715.43267463958,38967.56732536042,5
2024-03-05,Кровати,121315,68368.18445481773,52946.81554518227,8
2024-03-06,Кухни,126325,73214.53952594209,53110.46047405791,7
2024-03-06,Шкафы,181886,109272.62817780637,72613.37182219363,8
2024-03-06,Столы,175885,94147.39056300721,81737.60943699279,1
2024-03-06,Стулья,238014,179494.32018736968,58519.67981263032,4
2024-03-06,Кровати,261951,194846.4329878815,67104.5670121185,8
2024-03-07,Кухни,103028,77016.88370561428,26011.11629438572,1
2024-03-07,Шкафы,288171,181850.9952246963,106320.0047753037,9
2024-03-07,Столы,267138,202425.284075711,64712.71592428899,8
2024-03-07,Стулья,249976,205967.4701038345,44008.529896165506,7
2024-03-07,Кровати,84560,45631.393204702996,38928.606795297004,5
2024-03-08,Кухни,282793,224428.57729610679,58364.422703893215,6
2024-03-08,Шкафы,167718,137913.61560408716,29804.384395912843,6
2024-03-08,Столы,218502,126641.23928351181,91860.76071648819,5
2024-03-08,Стулья,192766,100077.6637242087,92688.3362757913,9
2024-03-08,Кровати,107545,83992.5059453156,23552.4940546844,5
2024-03-09,Кухни,147945,91241.33723454621,56703.66276545379,4
2024-03-09,Шкафы,230760,185122.90614474608,45637.093855253916,6
2024-03-09,Столы,189649,125736.34687417421,63912.65312582579,2
2024-03-09,Стулья,86368,60930.36793377946,25437.63206622054,3
2024-03-09,Кровати,296965,166815.76650673719,130149.23349326281,7
2024-03-10,Кухни,251907,162889.08862291975,89017.91137708025,8
2024-03-10,Шкафы,96240,60326.876097844666,35913.123902155334,6
2024-03-10,Столы,69097,34865.175683409434,34231.824316590566,5
2024-03-10,Стулья,208768,117392.87445601249,91375.12554398751,4
2024-03-10,Кровати,69816,38540.66295028397,31275.33704971603,6
2024-03-11,Кухни,205989,109147.88247224811,96841.11752775189,8
2024-03-11,Шкафы,201878,143007.29778428754,58870.70221571246,7
2024-03-11,Столы,183554,105262.1539322735,78291.8460677265,3
2024-03-11,Стулья,143501,82053.71024208299,61447.28975791701,1
2024-03-11,Кровати,267516,169124.70709439152,98391.29290560848,8
2024-03-12,Кухни,270178,141302.5600742157,128875.4399257843,3
2024-03-12,Шкафы,229374,157047.03465898053,72326.96534101947,6
2024-03-12,Столы,169771,113471.6737299981,56299.3262700019,6
2024-03-12,Стулья,206594,114522.09617873338,92071.90382126662,1
2024-03-12,Кровати,102487,82156.13802928432,20330.861970715676,7
2024-03-13,Кухни,98770,62290.11640913292,36479.88359086708,3
2024-03-13,Шкафы,125629,85968.23416577915,39660.765834220845,1
2024-03-13,Столы,293798,247561.83427238435,46236.16572761565,2
2024-03-13,Стулья,266454,194677.5220062046,71776.47799379539,1
2024-03-13,Кровати,160904,92952.67306028075,67951.32693971925,8
2024-03-14,Кухни,80678,59311.43696882037,21366.563031179627,8
2024-03-14,Шкафы,237445,146917.89134363737,90527.10865636263,5
2024-03-14,Столы,122258,99103.70028489754,23154.29971510246,8
2024-03-14,Стулья,114929,89858.41535921683,25070.58464078317,8
2024-03-14,Кровати,212893,151392.27658958232,61500.723410417675,4
2024-03-15,Кухни,104771,76884.0817452751,27886.918254724893,5
2024-03-15,Шкафы,136925,82511.23853809624,54413.76146190376,2
2024-03-15,Столы,56150,40519.76432893765,15630.23567106235,1
2024-03-15,Стулья,52198,41593.70661451314,10604.29338548686,3
2024-03-15,Кровати,194931,141329.6430643115,53601.3569356885,2
2024-03-16,Кухни,189777,155373.92203195387,34403.07796804613,5
2024-03-16,Шкафы,137955,85194.53101308693,52760.46898691307,2
2024-03-16,Столы,144914,102396.70045485681,42517.29954514319,4
2024-03-16,Стулья,64596,40102.311126762805,24493.688873237195,9
2024-03-16,Кровати,180273,144466.06030771602,35806.93969228398,3
2024-03-17,Кухни,170307,143243.77738297835,27063.222617021645,8
2024-03-17,Шкафы,226720,182274.67082345116,44445.32917654884,8
2024-03-17,Столы,117642,95653.91957669615,21988.08042330385,1
2024-03-17,Стулья,209601,106448.85632262171,103152.14367737829,9
2024-03-17,Кровати,85367,63563.930881375425,21803.069118624575,9
2024-03-18,Кухни,110774,63839.95209834248,46934.04790165752,6
2024-03-18,Шкафы,180282,116749.97005519716,63532.02994480284,2
2024-03-18,Столы,176678,130585.24508617618,46092.754913823825,6
2024-03-18,Стулья,278497,190876.71598214144,87620.28401785856,4
2024-03-18,Кровати,238456,142100.53909646595,96355.46090353405,1
2024-03-19,Кухни,203252,147966.8738706526,55285.126129347394,7
2024-03-19,Шкафы,98756,49758.06641924892,48997.93358075108,5
2024-03-19,Столы,101226,82499.8504639007,18726.1495360993,6
2024-03-19,Стулья,79402,56303.52829848439,23098.471701515613,9
2024-03-19,Кровати,97924,54972.56998077293,42951.43001922707,1
2024-03-20,Кухни,85737,55003.15987940804,30733.840120591958,2
2024-03-20,Шкафы,151371,126473.42405997783,24897.575940022172,1
2024-03-20,Столы,200322,106494.76821588965,93827.23178411035,3
2024-03-20,Стулья,259689,136047.79420679453,123641.20579320547,8
2024-03-20,Кровати,139599,114531.17784269588,25067.822157304123,7
2024-03-21,Кухни,278071,194160.74665619948,83910.25334380052,2
2024-03-21,Шкафы,234374,171628.54299874685,62745.45700125315,6
2024-03-21,Столы,275685,208528.19851679273,67156.80148320727,1
2024-03-21,Стулья,109129,55755.54452113603,53373.45547886397,4
2024-03-21,Кровати,164130,116249.54926804148,47880.450731958525,1
2024-03-22,Кухни,171789,143329.1818242588,28459.81817574121,2
2024-03-22,Шкафы,228376,175808.24590492953,52567.75409507047,5
2024-03-22,Столы,150424,79167.88398793955,71256.11601206045,1
2024-03-22,Стулья,104912,70650.04473803863,34261.95526196137,8
2024-03-22,Кровати,105337,69616.01502840174,35720.98497159826,3
2024-03-23,Кухни,95186,50183.76021452487,45002.23978547513,3
2024-03-23,Шкафы,266541,133760.62531832966,132780.37468167034,3
2024-03-23,Столы,141748,75417.55150546631,66330.44849453369,1
2024-03-23,Стулья,216844,168380.39504993145,48463.60495006855,9
2024-03-23,Кровати,144006,98277.64836904546,45728.35163095454,8
2024-03-24,Кухни,181410,137196.52082524548,44213.479174754524,5
2024-03-24,Шкафы,61344,44816.34239662578,16527.657603374217,6
2024-03-24,Столы,155423,123906.08751363281,31516.91248636719,9
2024-03-24,Стулья,236833,158985.69384507355,77847.30615492645,9
2024-03-24,Кровати,172732,126866.66422033009,45865.33577966991,7
2024-03-25,Кухни,156896,88364.04227218435,68531.95772781565,5
2024-03-25,Шкафы,69541,57052.8900958995,12488.1099041005,5
2024-03-25,Столы,74070,44743.624341629686,29326.375658370314,8
